left_arrow,right_arrow,empty,middle,corrAns,condition,blockfile,dummy_trial.thisRepN,dummy_trial.thisTrialN,dummy_trial.thisN,dummy_trial.thisIndex,block.thisRepN,block.thisTrialN,block.thisN,block.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,test_trials.thisRepN,test_trials.thisTrialN,test_trials.thisN,test_trials.thisIndex,blockn.thisRepN,blockn.thisTrialN,blockn.thisN,blockn.thisIndex,thisRow.t,notes,JS_code.started,JS_code.stopped,instruction_1.started,wecomle_resp.started,instruction_1.stopped,instruction_2.started,text.started,image_8.started,image_9.started,image_10.started,sound_2.started,key_resp_10.started,instruction_2.stopped,key_resp_10.keys,key_resp_10.rt,key_resp_10.duration,instruction_2_1.started,image_11.started,image_12.started,image_13.started,text_5.started,sound_3.started,key_resp_5.started,instruction_2_1.stopped,key_resp_5.keys,key_resp_5.rt,key_resp_5.duration,instruction_2_2.started,image_14.started,image_15.started,image_16.started,text_6.started,sound_4.started,key_resp_6.started,instruction_2_2.stopped,key_resp_6.keys,key_resp_6.rt,key_resp_6.duration,instruction_2_3.started,image_17.started,image_18.started,image_19.started,text_7.started,sound_5.started,key_resp_7.started,instruction_2_3.stopped,key_resp_7.keys,key_resp_7.rt,key_resp_7.duration,instruction_2_4.started,image_20.started,image_21.started,image_22.started,text_8.started,sound_6.started,key_resp_8.started,instruction_2_4.stopped,key_resp_8.keys,key_resp_8.rt,key_resp_8.duration,instruction_2_5.started,image_27.started,image_29.started,text_9.started,sound_7.started,image_30.started,key_resp_11.started,instruction_2_5.stopped,key_resp_11.keys,key_resp_11.rt,key_resp_11.duration,Instructions_3.started,image_49.started,key_resp_16.started,Instructions_3.stopped,key_resp_16.keys,key_resp_16.rt,key_resp_16.duration,inter_trial_interval.started,inter_trial_interval.stopped,ISIcode.started,ISIcode.stopped,ISI,type,fixation.started,image_35.started,image_33.started,image_34.started,image_35.stopped,image_33.stopped,image_34.stopped,fixation.stopped,Cue.started,image_38.started,image_36.started,image_37.started,Cue.stopped,Stim.started,image_39.started,image_41.started,image.started,image_2.started,key_resp_2.started,image_39.stopped,Stim.stopped,key_resp_2.keys,key_resp_2.corr,key_resp_2.rt,key_resp_2.duration,Feedback.started,image_42.started,image_3.started,image_43.started,sound_9.started,Feedback.stopped,UpdateAccuracy.started,UpdateAccuracy.stopped,continueStatus.started,key_resp_18.started,continueStatus.stopped,key_resp_18.keys,key_resp_18.rt,key_resp_18.duration,Main_Exp_Instructions.started,key_resp_9.started,Main_Exp_Instructions.stopped,key_resp_9.keys,key_resp_9.rt,key_resp_9.duration,ISIcode_test.started,ISIcode_test.stopped,finish.started,text_3.started,finish.stopped,编号,主试ID,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07441638599266298,0.0776939140050672,0.07783145798020996,0.1407904799852986,5.6273835510073695,5.637714588985546,5.711402115004603,5.711402115004603,5.711402115004603,5.711402115004603,5.6563081769971175,5.711402115004603,7.428220800997224,space,1.6971897339972202,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,11,2024-05-17_17h46.22.157,Flanker,2023.2.2,75.95387624628417,2024-05-17 17h47.13.525066 +0800,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.438252094987547,7.573362314986298,7.573362314986298,7.573362314986298,7.573362314986298,7.457896109328916,7.573362314986298,8.698301219003042,z,1.1099254179862328,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,11,2024-05-17_17h46.22.157,Flanker,2023.2.2,75.95387624628417,2024-05-17 17h47.13.525066 +0800,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.708410727005685,8.83382506199996,8.83382506199996,8.83382506199996,8.83382506199996,8.727882566316598,8.83382506199996,10.523717815987766,m,1.6834079539985396,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,11,2024-05-17_17h46.22.157,Flanker,2023.2.2,75.95387624628417,2024-05-17 17h47.13.525066 +0800,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.533435488992836,10.666954765008995,10.666954765008995,10.666954765008995,10.666954765008995,10.551729431325416,10.666954765008995,12.003523144987412,m,1.3307229789788835,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,11,2024-05-17_17h46.22.157,Flanker,2023.2.2,75.95387624628417,2024-05-17 17h47.13.525066 +0800,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.01333378898562,12.158335473999614,12.158335473999614,12.158335473999614,12.158335473999614,12.032380056342422,12.158335473999614,12.692539799987571,z,0.5317743920022622,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,11,2024-05-17_17h46.22.157,Flanker,2023.2.2,75.95387624628417,2024-05-17 17h47.13.525066 +0800,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.701393213006668,12.84903405699879,12.84903405699879,12.84903405699879,12.72130652331592,12.84903405699879,12.84903405699879,13.867977486981545,space,1.013670722983079,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,11,2024-05-17_17h46.22.157,Flanker,2023.2.2,75.95387624628417,2024-05-17 17h47.13.525066 +0800,
img/left_arrow.png,img/right_arrow.png,img/congruent_left_empty.png,img/congruent_left.png,z,congruent,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,14.775592418998713,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.87866516399663,13.947525377996499,13.947525377996499,14.650599187996704,space,0.6853775689960457,None,14.672754066006746,15.466522053990047,15.466612533986336,15.468516127002658,1.3937875751503006,exercise,15.469975424988661,15.531934117985656,15.531934117985656,15.531934117985656,17.053213682986097,17.053213682986097,17.053213682986097,16.912880068004597,16.912918597983662,17.053213682986097,17.053213682986097,17.053213682986097,17.920167183998274,17.92020462299115,18.892754942993633,18.892754942993633,18.892754942993633,18.892754942993633,18.892754942993633,19.012811961001717,19.48620397099876,z,1,0.5771559470158536,None,19.487583134003216,20.30642470798921,20.30642470798921,20.30642470798921,20.23312286598957,24.50303997998708,24.503170487005264,24.504944735002937,,,,,,,,,,,,,,,,,,11,11,2024-05-17_17h46.22.157,Flanker,2023.2.2,75.95387624628417,2024-05-17 17h47.13.525066 +0800,
img/left_arrow.png,img/right_arrow.png,img/congruent_right_empty.png,img/congruent_right.png,m,congruent,,,,,,0,0,0,0,0,1,1,1,,,,,,,,,24.539260110002942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.505950127000688,25.31147347498336,25.311489599000197,25.312187283008825,1.1993987975951905,exercise,25.312817363999784,25.338908948993776,25.338908948993776,25.338908948993776,26.557157753995853,26.557157753995853,26.557157753995853,26.53240095099318,26.532491558988113,26.557157753995853,26.557157753995853,26.557157753995853,27.54562897098367,27.5456651019922,28.99847330598277,28.99847330598277,28.99847330598277,28.99847330598277,28.99847330598277,29.10824417200638,29.748205479001626,m,1,0.7331238639890216,None,29.748678671981907,30.901185681985226,30.901185681985226,30.901185681985226,30.897225850995163,34.749167392990785,34.749317465990316,34.7512927140051,,,,,,,,,,,,,,,,,,11,11,2024-05-17_17h46.22.157,Flanker,2023.2.2,75.95387624628417,2024-05-17 17h47.13.525066 +0800,
img/left_arrow.png,img/right_arrow.png,img/incongruent_right_empty.png,img/incongruent_right.png,m,incongruent,,,,,,0,0,0,0,0,2,2,2,,,,,,,,,34.777321770001436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.75194598399685,35.55740614698152,35.55742167899734,35.558040803007316,1.3156312625250501,exercise,35.558609625993995,35.58559438798693,35.58559438798693,35.58559438798693,36.91351586498786,36.91351586498786,36.91351586498786,36.88795286900131,36.888021630991716,36.91351586498786,36.91351586498786,36.91351586498786,37.89871147100348,37.89878270900226,39.39858464000281,39.39858464000281,39.39858464000281,39.39858464000281,39.39858464000281,39.505212160001975,40.208779218985,m,1,0.7941005500033498,None,40.209181651007384,41.42935492898687,41.42935492898687,41.42935492898687,41.40777485900907,45.21695400198223,45.21742345698294,45.21854243098642,,,,,,,,,,,,,,,,,,11,11,2024-05-17_17h46.22.157,Flanker,2023.2.2,75.95387624628417,2024-05-17 17h47.13.525066 +0800,
img/left_arrow.png,img/right_arrow.png,img/incongruent_left_empty.png,img/incongruent_left.png,z,incongruent,,,,,,0,0,0,0,0,3,3,3,,,,,,,,,45.24502602100256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.21956007799599,46.022966307995375,46.022991365985945,46.023811096994905,1.4779559118236474,exercise,46.024405075993855,46.04859150099219,46.04859150099219,46.04859150099219,47.5495550709893,47.5495550709893,47.5495550709893,47.523130405985285,47.52318632300012,47.5495550709893,47.5495550709893,47.5495550709893,48.533947074989555,48.5340513830015,50.044734222989064,50.044734222989064,50.044734222989064,50.044734222989064,50.044734222989064,50.157407239981694,50.842544654995436,z,1,0.780888019973645,None,50.84300600798451,52.018212622002466,52.018212622002466,52.018212622002466,52.00533454665371,55.848314843984554,55.84838919900358,55.85018291400047,,,,,,,,,,,,,,,,,,11,11,2024-05-17_17h46.22.157,Flanker,2023.2.2,75.95387624628417,2024-05-17 17h47.13.525066 +0800,
